                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                0.60806,                0.55857,                 1.1157,                 0.7475,                  0.782,                0.81091,                0.63444,                0.86602,                0.92388,                 1.3564,              0.0084556,              0.0084556,              0.0084556
                    158,                0.60455,                0.52659,                 1.1047,                0.79409,                0.73162,                0.79393,                0.63123,                0.84938,                0.93424,                 1.3358,              0.0084457,              0.0084457,              0.0084457
                    159,                0.60133,                0.53094,                 1.1113,                 0.7772,                0.75076,                0.81089,                0.64942,                0.84549,                0.92129,                 1.3529,              0.0084358,              0.0084358,              0.0084358
                    160,                0.58873,                0.51081,                 1.0978,                0.76049,                0.78311,                 0.8108,                0.64359,                0.87268,                0.93878,                 1.3706,              0.0084259,              0.0084259,              0.0084259
                    161,                0.59947,                0.53878,                 1.1111,                 0.7885,                0.78927,                0.82309,                0.66078,                0.84745,                0.88461,                  1.332,               0.008416,               0.008416,               0.008416
                    162,                0.60425,                0.53935,                 1.1105,                0.79697,                0.74265,                0.81199,                0.64639,                0.86183,                0.94562,                 1.3713,              0.0084061,              0.0084061,              0.0084061
                    163,                0.60084,                0.52825,                 1.1076,                0.80115,                0.77964,                0.82795,                0.66611,                0.85104,                0.88983,                 1.3424,              0.0083962,              0.0083962,              0.0083962
                    164,                0.60968,                0.55111,                 1.1132,                0.76341,                0.78618,                0.81088,                0.64416,                0.85217,                0.90514,                 1.3328,              0.0083863,              0.0083863,              0.0083863
                    165,                0.59327,                0.51736,                 1.1082,                0.71134,                0.77244,                0.79373,                0.62863,                 0.8411,                0.97549,                 1.3191,              0.0083764,              0.0083764,              0.0083764
                    166,                0.58502,                0.50238,                 1.0895,                0.79527,                0.74668,                 0.7983,                0.63073,                0.84487,                0.93032,                 1.3295,              0.0083665,              0.0083665,              0.0083665
                    167,                0.58176,                 0.5113,                 1.0945,                0.80243,                0.74613,                0.81549,                0.64729,                0.85613,                0.89669,                 1.3424,              0.0083566,              0.0083566,              0.0083566
                    168,                0.59157,                 0.5348,                 1.1023,                0.73122,                0.78143,                0.80491,                0.64259,                0.83955,                0.89762,                 1.3224,              0.0083467,              0.0083467,              0.0083467
                    169,                0.59017,                0.50697,                 1.0956,                0.75618,                0.79135,                0.81552,                0.65437,                0.84342,                0.91523,                 1.3369,              0.0083368,              0.0083368,              0.0083368
                    170,                0.57821,                0.49322,                 1.0942,                0.80722,                0.72346,                0.82022,                0.65915,                0.83394,                0.91161,                 1.3288,              0.0083269,              0.0083269,              0.0083269
                    171,                0.58384,                0.51648,                 1.0955,                0.78602,                0.76405,                  0.823,                0.65538,                0.85825,                0.86071,                 1.3411,               0.008317,               0.008317,               0.008317
                    172,                0.58624,                0.51696,                 1.0966,                0.78035,                0.75317,                0.79188,                0.62382,                0.88169,                0.94278,                 1.3536,              0.0083071,              0.0083071,              0.0083071
                    173,                0.58639,                 0.5103,                 1.0899,                0.80601,                0.75708,                0.79977,                0.63599,                0.84222,                0.92904,                 1.3305,              0.0082972,              0.0082972,              0.0082972
                    174,                0.58604,                0.50519,                 1.1005,                0.79062,                 0.7467,                 0.8048,                0.63776,                0.84396,                0.91592,                 1.3152,              0.0082873,              0.0082873,              0.0082873
                    175,                0.57276,                0.49769,                 1.0919,                0.74161,                0.76079,                0.78403,                0.61802,                0.86867,                0.97043,                 1.3589,              0.0082774,              0.0082774,              0.0082774
                    176,                0.57367,                0.51038,                 1.0848,                0.78678,                0.75509,                0.78683,                0.62053,                0.84566,                 1.0067,                 1.3206,              0.0082675,              0.0082675,              0.0082675
                    177,                0.57626,                0.50346,                 1.0844,                0.73541,                0.74184,                0.77222,                0.60759,                0.84425,                0.99045,                 1.3529,              0.0082576,              0.0082576,              0.0082576
                    178,                0.58023,                0.50707,                 1.0951,                0.80091,                0.76588,                0.81053,                0.63474,                0.86524,                0.90326,                 1.3699,              0.0082477,              0.0082477,              0.0082477
                    179,                0.56846,                0.49212,                 1.0861,                0.74928,                 0.7654,                0.80668,                0.64272,                0.82444,                0.88786,                 1.3181,              0.0082378,              0.0082378,              0.0082378
                    180,                0.57031,                0.51025,                 1.0889,                0.77177,                0.72271,                0.79549,                0.63093,                0.84409,                0.93773,                  1.327,              0.0082279,              0.0082279,              0.0082279
                    181,                0.58313,                0.49771,                 1.0934,                0.78913,                0.74151,                0.81806,                0.64479,                 0.8345,                0.89162,                 1.3245,               0.008218,               0.008218,               0.008218
                    182,                0.57298,                0.49852,                  1.076,                0.77555,                0.77306,                0.82518,                0.65434,                0.85201,                0.86989,                 1.3822,              0.0082081,              0.0082081,              0.0082081
                    183,                0.57785,                0.52129,                 1.0958,                0.77013,                0.76031,                0.81001,                0.64873,                0.84914,                0.95632,                 1.3472,              0.0081982,              0.0081982,              0.0081982
                    184,                0.57358,                0.51844,                 1.0803,                 0.7745,                 0.7582,                0.79609,                0.63263,                0.85213,                 1.0481,                 1.3478,              0.0081883,              0.0081883,              0.0081883
                    185,                0.57062,                0.50017,                 1.0849,                 0.7316,                0.81227,                0.80592,                0.64052,                0.84094,                0.94374,                 1.3499,              0.0081784,              0.0081784,              0.0081784
                    186,                0.57055,                0.49445,                 1.0984,                0.73854,                0.77957,                0.80098,                0.63399,                0.86884,                 0.9573,                 1.3969,              0.0081685,              0.0081685,              0.0081685
                    187,                0.58134,                0.50407,                  1.091,                0.85326,                0.67916,                0.79775,                0.62612,                0.86674,                0.93035,                 1.4039,              0.0081586,              0.0081586,              0.0081586
                    188,                0.56155,                0.48853,                 1.0825,                0.72989,                0.78828,                0.79157,                0.61295,                0.84536,                0.89664,                 1.3616,              0.0081487,              0.0081487,              0.0081487
                    189,                0.55904,                0.49458,                 1.0766,                0.77413,                 0.7535,                0.79124,                0.62193,                0.85201,                0.91313,                 1.3702,              0.0081388,              0.0081388,              0.0081388
                    190,                0.55488,                0.49484,                 1.0711,                0.80203,                 0.7119,                0.80508,                0.63954,                0.84721,                0.92513,                  1.341,              0.0081289,              0.0081289,              0.0081289
                    191,                0.55945,                0.49106,                 1.0711,                0.80713,                0.72524,                0.79215,                0.62711,                0.85467,                0.95437,                 1.3582,               0.008119,               0.008119,               0.008119
                    192,                0.56021,                0.49407,                 1.0712,                0.76468,                0.74975,                0.78537,                0.62017,                0.86252,                 1.0068,                 1.3695,              0.0081091,              0.0081091,              0.0081091
                    193,                0.56527,                0.48975,                 1.0792,                0.80076,                0.75891,                0.80656,                0.65084,                0.83976,                0.94448,                 1.3312,              0.0080992,              0.0080992,              0.0080992
                    194,                0.57044,                0.48926,                 1.0786,                0.81416,                0.73277,                0.81511,                0.65514,                0.82927,                0.87593,                 1.3214,              0.0080893,              0.0080893,              0.0080893
                    195,                0.56329,                0.48237,                 1.0741,                0.76736,                0.79544,                0.81696,                0.65762,                0.83313,                0.91145,                   1.32,              0.0080794,              0.0080794,              0.0080794
                    196,                0.56556,                0.49917,                 1.0838,                0.81069,                 0.7622,                0.80622,                0.63479,                0.87061,                0.96938,                 1.3864,              0.0080695,              0.0080695,              0.0080695
                    197,                0.55253,                0.48309,                 1.0727,                0.78409,                0.77093,                 0.8141,                0.64011,                0.86047,                0.94186,                 1.3723,              0.0080596,              0.0080596,              0.0080596
                    198,                0.55218,                0.47359,                 1.0705,                0.76622,                0.75496,                0.79106,                0.62035,                0.86057,                0.97468,                 1.3532,              0.0080497,              0.0080497,              0.0080497
                    199,                0.55637,                0.46844,                 1.0745,                0.75101,                0.76786,                0.79321,                0.62395,                0.86524,                0.91371,                 1.3783,              0.0080398,              0.0080398,              0.0080398
                    200,                0.53898,                0.45746,                 1.0621,                 0.7817,                 0.7625,                0.81813,                0.64551,                0.85565,                0.93423,                 1.3712,              0.0080299,              0.0080299,              0.0080299
                    201,                0.55465,                 0.4779,                 1.0698,                0.79523,                0.73572,                0.80246,                0.62413,                0.86118,                0.97762,                 1.3804,                0.00802,                0.00802,                0.00802
                    202,                0.55625,                0.48096,                 1.0743,                0.73206,                0.77212,                0.79865,                0.62398,                0.86168,                 0.9906,                 1.3857,              0.0080101,              0.0080101,              0.0080101
                    203,                0.54294,                0.47779,                 1.0701,                0.76717,                0.77473,                0.81894,                0.65446,                0.84339,                0.94091,                  1.339,              0.0080002,              0.0080002,              0.0080002
                    204,                0.53791,                0.46557,                 1.0654,                0.81345,                0.74265,                0.81007,                0.65052,                0.84479,                0.91984,                 1.3597,              0.0079903,              0.0079903,              0.0079903
                    205,                0.56168,                0.48866,                 1.0822,                0.76731,                 0.7471,                0.81172,                0.65033,                0.86011,                0.93605,                 1.3527,              0.0079804,              0.0079804,              0.0079804
                    206,                0.55087,                0.46407,                 1.0778,                0.76932,                0.72022,                0.79236,                0.62393,                0.87001,                0.98766,                 1.3566,              0.0079705,              0.0079705,              0.0079705
                    207,                0.53938,                0.45612,                  1.068,                0.78294,                0.75331,                0.79818,                0.62326,                0.86526,                0.91523,                 1.3723,              0.0079606,              0.0079606,              0.0079606
                    208,                0.54526,                0.46909,                 1.0626,                0.78403,                0.71438,                0.79544,                0.61463,                0.87175,                0.95445,                 1.3735,              0.0079507,              0.0079507,              0.0079507
                    209,                0.54944,                0.46615,                 1.0589,                0.81941,                0.71832,                0.78518,                 0.6172,                0.84222,                 1.0195,                 1.3545,              0.0079408,              0.0079408,              0.0079408
                    210,                0.53385,                0.47338,                 1.0568,                0.79044,                0.72781,                0.80531,                0.63341,                0.83631,                0.96925,                 1.3485,              0.0079309,              0.0079309,              0.0079309
                    211,                0.54353,                0.47803,                 1.0627,                0.70824,                0.78224,                0.78155,                0.61974,                0.81752,                0.97908,                 1.3217,               0.007921,               0.007921,               0.007921
                    212,                0.53828,                0.46048,                 1.0556,                0.77868,                0.75275,                0.80011,                0.62896,                0.84943,                  1.027,                 1.3583,              0.0079111,              0.0079111,              0.0079111
                    213,                0.53666,                0.46215,                 1.0572,                0.77483,                0.73126,                0.79657,                0.62365,                0.87116,                 1.0189,                 1.3925,              0.0079012,              0.0079012,              0.0079012
                    214,                0.53768,                0.47273,                 1.0636,                0.79814,                0.70882,                0.80681,                0.63429,                0.87033,                 1.0018,                 1.3742,              0.0078913,              0.0078913,              0.0078913
                    215,                0.53502,                0.45494,                 1.0565,                 0.8127,                 0.6986,                0.80712,                0.64313,                0.86807,                0.95003,                  1.359,              0.0078814,              0.0078814,              0.0078814
                    216,                0.54672,                0.46709,                 1.0698,                0.70976,                0.79594,                0.79066,                0.62698,                0.86723,                 1.0115,                 1.3522,              0.0078715,              0.0078715,              0.0078715
                    217,                 0.5394,                0.46572,                 1.0706,                0.71259,                0.76894,                0.80159,                 0.6362,                0.84569,                 1.0058,                 1.3529,              0.0078616,              0.0078616,              0.0078616
                    218,                0.53992,                0.44807,                 1.0636,                0.75879,                 0.7451,                0.80204,                0.63782,                0.84126,                0.94994,                 1.3549,              0.0078517,              0.0078517,              0.0078517
                    219,                0.53387,                0.47628,                 1.0508,                0.74502,                0.75329,                0.79326,                0.62732,                0.86186,                0.97881,                 1.3856,              0.0078418,              0.0078418,              0.0078418
                    220,                0.53053,                0.45652,                 1.0587,                0.69412,                0.79191,                0.79628,                0.63195,                0.86602,                0.96423,                  1.382,              0.0078319,              0.0078319,              0.0078319
                    221,                0.53327,                0.44517,                 1.0531,                 0.7621,                0.73772,                0.80932,                0.63787,                0.86861,                 1.0099,                 1.3869,               0.007822,               0.007822,               0.007822
                    222,                0.52999,                0.45464,                 1.0601,                0.79164,                0.69823,                 0.8026,                0.63318,                0.87027,                0.97515,                 1.3617,              0.0078121,              0.0078121,              0.0078121
                    223,                 0.5382,                0.47022,                 1.0685,                0.78597,                0.73661,                0.80619,                0.63948,                0.84909,                0.93705,                 1.3401,              0.0078022,              0.0078022,              0.0078022
                    224,                0.53185,                0.45125,                 1.0526,                0.77668,                 0.7862,                0.81776,                0.64049,                0.86592,                0.93546,                 1.3761,              0.0077923,              0.0077923,              0.0077923
                    225,                0.52321,                0.45002,                 1.0545,                0.78689,                0.78691,                0.81999,                0.64941,                0.85209,                0.95818,                 1.3737,              0.0077824,              0.0077824,              0.0077824
                    226,                0.52532,                 0.4428,                  1.056,                0.81402,                0.71804,                0.80992,                0.63965,                0.86779,                 0.9661,                 1.3914,              0.0077725,              0.0077725,              0.0077725
                    227,                 0.5317,                0.46492,                 1.0651,                 0.7416,                0.76709,                0.80726,                0.63995,                0.86934,                0.95158,                  1.363,              0.0077626,              0.0077626,              0.0077626
                    228,                0.54095,                0.45766,                 1.0605,                0.76793,                0.74351,                0.81501,                0.64289,                0.86312,                0.96371,                 1.3675,              0.0077527,              0.0077527,              0.0077527
                    229,                0.52299,                0.43715,                  1.046,                0.75732,                0.75917,                0.81675,                0.63619,                0.87379,                0.98071,                 1.3768,              0.0077428,              0.0077428,              0.0077428
